homograph,simalign_fr,fr-label,en_sent,fr_sent
tear,éliminer,tear_vrb,"It seems evident to me that by striking at those organizations , the more violent factions are seeking to tear asunder one of instruments still available to those who are currently striving in Burundi for peace and civil coexistence . "," Il est évident qu' en frappant ces organisations , les parties les plus violentes veulent éliminer l' un des rares instruments dont disposent ceux qui recherchent aujourd'hui la paix et la coexistence civile au Burundi . "
tear,forcer,tear_vrb,"We could continue , on the pretext of allegedly necessary structural reforms , to tear Europe ’s social structures apart , to force the unions to their knees with threats of high unemployment and ever more low - grade jobs , exposing more and more public services to market forces and thus limiting the services that are offered to those that the private sector can make a profit from . "," Sous prétexte de réformes structurelles prétendument nécessaires , nous pourrions continuer à réduire en miettes les structures sociales de l’ Europe , à forcer les syndicats à capituler , sous les menaces de chômage et d’ emplois de qualité encore inférieure , en exposant de plus en plus les services publics aux forces du marché et en limitant ainsi les services offerts à ceux dont le secteur privé peut tirer profit . "
tear,gronder,tear_vrb,"The sort of approach taken by Donald Rumsfeld , who from what I heard this morning , started to tear the British Prime Minister off a strip for asking for a few more days for the inspectors , is a dangerous approach . "," Des conceptions comme celles de M. Rumsfeld , qui d' après ce que j' ai entendu , ce matin , s' est mis à gronder le Premier ministre du Royaume - Uni parce que ce dernier a demandé d' accorder aux inspecteurs quelques jours de plus , sont dangereuses . "
tear,réduire,tear_vrb,The President of the Commission can not unilaterally take existing agreements and tear them up ., Le président de la Commission ne peut pas unilatéralement prendre des accords existants et les réduire en miettes . 
tear,renverser,tear_vrb,"I believe that the fall of the Wall that came later , the fact that it was possible to tear down the Wall , to overcome the Iron Curtain , grew out of the courage of the days that we are remembering today . "," J' estime que la chute du mur qui est intervenue plus tard , le fait qu' il ait été possible de renverser le mur , de vaincre le rideau de fer , est le fruit du courage manifesté à l' occasion des événements que nous commémorons aujourd'hui . "
tear,revoir,tear_vrb,"Is the Commission prepared to tear up its decision and give this post to the most competent candidate , or must an appeal be made to the European Court of Justice in this case ? "," La Commission est-elle disposée à revoir sa décision et donner cette fonction au candidat le plus compétent ou faut -il , dans ce cas , former un pourvoi auprès de la Cour de justice ? "
tear,supprimer,tear_vrb,"We are , however , all agreed that , as the Commissioner so wisely said , there is no need to tear up existing legislation on public procurement . "," Cependant , nous sommes tous d' accord pour dire , comme le commissaire l' a exprimé si sagement , qu' il n' est pas nécessaire de supprimer la législation existante sur les marchés publics . "
tear,usure,tear_vrb,Wear and tear on vessels is not the only factor responsible for the disasters that we have experienced ., L' usure des bateaux n' est pas l' unique responsable des catastrophes que nous avons connues . 
tear,usures,tear_vrb,They pay neither for the additional wear and tear caused by heavy vehicles nor for the environmental damage caused by vehicle emissions ., Ils ne paient ni pour les usures provoquées par les véhicules lourds ni pour les dommages environnementaux causés par les émissions de véhicules . 
transport,transporter,transport_vrb,The Swedes have said that they will start to transport by truck what now goes by ship ., Les Suédois ont dit qu' ils vont se mettre à transporter par camion ce qui est actuellement transporté par bateau . 
upset,acquiert,upset_vrb,And it will upset them retroactively ., Et cette abolition acquiert un caractère rétroactif . 
upset,bouleverse,upset_vrb,"Then there is the letter from the three leaders , which a previous speaker quite rightly referred to and which really does upset the balance which the Lisbon strategy tries to strike . "," Ensuite , il y a la lettre des trois dirigeants , dont un orateur précédent a parlé avec justesse et qui bouleverse véritablement l' équilibre que tente de trouver la stratégie de Lisbonne . "
upset,bouleverser,upset_vrb,"If you are going to take account of regional and local conditions , it probably means that you are going to upset the conditions of fair and equal competition . "," Si vous devez prendre en considération les spécificités régionales et locales , cela veut sans doute dire que vous allez bouleverser les conditions de concurrence loyale . "
upset,colère,upset_vrb,"The Cyprus authorities blame all the confusion on the European Commission , and the citizens are understandably rather upset . ", Les autorités chypriotes imputent toute cette confusion à la Commission européenne et les citoyens sont naturellement en colère . 
upset,énervés,upset_vrb,"People were really upset by the illogicality of the situation : mountains , hills and footpaths were closed for no reason . "," Les gens ont vraiment été énervés par le côté illogique de cette situation : des montagnes , des collines et des sentiers pédestres ont été fermés sans aucune raison . "
upset,heurter,upset_vrb,"I may well have upset him : if so , I apologize . But I do not think that that means I said I forgive his violence towards me . "," J' ai pu le heurter et , si tel a été le cas , je m' en excuse , mais je ne pense pas que mes propos puissent excuser la violence dont il a fait preuve à mon égard . "
upset,influencent,upset_vrb,"The issue of the lack of transparency and , hence , of the credibility of the data used by credit rating agencies raises an important question : is it fair , is it logical , is it morally correct for ratings that affect the economy and upset the lives of millions of our fellow citizens overnight to be non - transparent and possibly unreliable ? "," Le problème du manque de transparence et , partant , de la crédibilité des informations utilisées par les agences de notation de crédit soulève une question importante : est -il juste , logique et moralement acceptable que des notations qui influencent l' économie et bouleversent , du jour au lendemain , la vie de millions de citoyens ne soient ni transparentes ni fiables ? "
upset,menace,upset_vrb,We only ask one thing of the Commission : that it confine itself to ensuring that the implementation of joint policies does not upset the balance of regional planning in our territories ., Nous ne demandons qu' une seule chose à la Commission : qu' elle se contente de veiller à ce que la mise en uvre des politiques communes ne menace pas l' équilibre de l' aménagement de nos territoires . 
upset,perturbé,upset_vrb,"The decision has been made to extend the restrictions on access to domestic labour markets , in spite of the recommendations made by the European Commission , which indicate that the mobility of Eastern European workers has not upset labour markets and has actually generated economic growth . "," Il a été décidé d' étendre les restrictions à l' accès aux marchés du travail nationaux , malgré les recommandations formulées par la Commission européenne , qui indiquent que la mobilité des travailleurs d' Europe orientale n' a pas perturbé les marchés du travail et a en fait généré une croissance économique . "
upset,perturber,upset_vrb,"We can not accept the first , third and fourth parts because we do not wish to upset the existing agreement on comitology . "," En revanche , elle ne peut accepter les première , troisième et quatrième parties de cet amendement , dans un souci de ne pas perturber l' accord actuel en matière de comitologie . "
upset,rompu,upset_vrb,"I think that if anyone else were involved , the balance between the institutions would already have been upset . "," Je pense que , dans n' importe quelle autre configuration , l' équilibre entre les institutions aurait déjà été rompu . "
upset,troubler,upset_vrb,"What happened proved them right : the Commission gave way all along the line , after Leon Brittan explained to it , as the press reported , that we had better not upset our relationship with this great nation . "," La suite leur a donné raison : la Commission a cédé sur toute la ligne , après que Leon Brittan lui eût expliqué , comme l' a rapporté la presse , qu' il ne fallait pas troubler nos relations commerciales avec ce grand pays . "
use,allocation,use_vrb,Our proposals are on the table to accelerate the use of Structural Funds for these purposes ., Nos propositions sont là et visent à accélérer l' allocation des Fonds structurels à ces objectifs . 
use,choisir,use_vrb,"As the rapporteur says in his report , four Southern States ( Spain , Italy , Portugal and France ) are going to be the beneficiaries of this new five - year protocol , although it is also the case that , if fishing opportunities are not utilised - as the rapporteur says - other European countries can use them , which is also something which happens in Southern agreements , but not in Northern agreements . "," Il est vrai également , comme le dit le rapporteur dans son rapport , que quatre États du Sud ( l' Espagne , l' Italie , le Portugal et la France ) seront les bénéficiaires de ce nouveau protocole pour une durée de cinq ans , bien qu' il soit vrai également que si les possibilités de pêche ne sont pas épuisées - comme le dit le rapporteur - , d' autres pays européens pourraient choisir de les exploiter . Ceci est prévu dans les accords du Sud , mais pas dans les accords du Nord . "
use,consacrer,use_vrb,"Leaving aside the fact that for years we have been ignoring political assistance in favour of economic assistance , it is worth considering what more we can offer the countries of Africa , when we know , for example , that over the past 15 years , EU exports to the continent of Africa have increased by 84 % , which has forced poor countries to use 57 % of their GDP to import food which they could have produced locally . "," Mis à part le fait que , pendant des années , nous avons ignoré l' assistance politique pour lui préférer l' assistance économique , il est utile de déterminer ce que nous pouvons offrir de plus aux pays d' Afrique , quand on sait notamment que ces 15 dernières années , les exportations de l' UE vers le continent africain ont augmenté de 84 % , forçant les pays pauvres à consacrer 57 % de leur PIB à l' importation de denrées alimentaires , qu' ils auraient pu produire localement . "
use,consommer,use_vrb,"This means they have to travel further , use more fuel , and are being forced to land their catches in other markets , which may not necessarily benefit the European Union as a whole . "," Ils doivent , en d' autres termes , effectuer un déplacement supplémentaire , consommer davantage de carburant et se trouvent dans l' obligation de débarquer leurs prises sur d' autres marchés , ce qui n' est pas nécessairement bénéfique à l' ensemble de l' Union européenne . "
use,dépensent,use_vrb,"The fact is that that is a fraction of what the big oil companies – I am not talking about the medium - sized or small ones – operating in Europe and elsewhere , have earned . It is a fraction of what the big oil companies use to buy up their own shares and make themselves rather less liable to the influence of their own shareholders . "," En réalité , ce n’ est qu’ une goutte d’ eau par rapport aux gains des grandes compagnies pétrolières   - je ne parle pas des petites et moyennes compagnies   - présentes en Europe et ailleurs , une goutte d’ eau par rapport à ce que les grandes compagnies pétrolières dépensent pour racheter leurs propres actions afin d’ atténuer leurs responsabilités à l’ égard de leurs propres actionnaires . "
use,emprunter,use_vrb,"It is quite straightforward in certain places , but you can not get over to the other side if you do not use the narrow bridges with the glass parapets . "," Il est entièrement transparent à certains endroits , mais on ne peut pas passer d' un côté à l' autre sans emprunter ces passerelles avec des rambardes de verre . "
use,exploiter,use_vrb,Europe must use it ., L' Europe se doit d' exploiter ce potentiel . 
use,faire,use_vrb,I therefore propose that in future we should reconsider our choice of words and perhaps use a different term - such as harmonization .," Je propose donc de réfléchir à ce terme à l' avenir et de faire peut-être un autre choix , par exemple harmonisation . "
use,gérer,use_vrb,"I myself say an emphatic ' No ' to the deregulation of water supply and drainage , but I say ' Yes ' to every country being able to use its water in the way that the people want . "," Personnellement , je refuse catégoriquement la libéralisation de la distribution et de l' épuration de l ' eau , mais j ' approuve le fait que chaque pays puisse gérer son eau conformément aux souhaits de la population . "
use,mettre,use_vrb,I therefore believe that Mr Karas was absolutely right when he said that we have very little time left and we should therefore use it efficiently ., Je pense donc que M. Karas a eu tout à fait raison de dire qu' il nous reste très peu de temps et que nous devons donc le mettre à profit judicieusement . 
use,par,use_vrb,"As my colleague has already said , it is true that this manoeuvre appears to be a little dilatory ; in other words forty of our colleagues who , for reasons that are their concern , have not been able to attend this sitting , are trying to use measures and procedures in order to prevent an urgent debate taking place here this afternoon . "," Mon collègue l' a rappelé précédemment , il est vrai que la manœuvre paraît un peu dilatoire , c' est - à - dire que quarante collègues qui , pour des raisons qui les regardent , n' ont pas pu assister à cette séance , essaient par des mesures et des procédures d' éviter d' avoir un débat d' urgence ici cet après-midi . "
use,peser,use_vrb,"The violence that has taken place in the streets of Lhasa and Dharamsala and the censorship of foreign media are intolerable and our institution must , together with the international community , use all of its influence to ensure that it stops and that China respects its international commitments in the field of human rights and minorities . "," Les violences commises dans les rues de Lhassa et de Dharamsala , ainsi que la censure pratiquée vis-à-vis des médias étrangers , sont en effet intolérables et notre institution doit , avec l' ensemble de la communauté internationale , peser de tout son poids pour qu' il y soit mis un terme et pour que la Chine respecte ses engagements internationaux en matière de droits de l' homme et des minorités . "
use,prétexter,use_vrb,We must not use the need to make aid more effective as an excuse for giving less of it ., Nous ne devons pas prétexter la nécessité d' une aide plus efficace pour offrir une aide moins importante . 
use,recourent,use_vrb,People who for ideological or other reasons use or threaten violence are defined as terrorists under the legislation of many countries .," Ceux qui , pour des raisons idéologiques ou autres , recourent ou menacent de recourir à la violence sont définis comme des terroristes par la législation de nombreux pays . "
use,retenir,use_vrb,But legally and politically it is a mistake to use only Article 130 as a legal basis .," Mais juridiquement et politiquement parlant , c' est une erreur que de retenir l' article 130 comme base juridique . "
use,saisir,use_vrb,"I am very pleased to use this opportunity to note that the discussions that took place in the Committee on Agriculture clearly demonstrated the readiness – and not only the readiness , also the interest – to organise such an open exchange of opinions . "," Je suis très heureux de pouvoir saisir cette occasion de souligner que les discussions qui se sont tenues au sein de la commission de l’ agriculture ont clairement démontré la volonté - non seulement la volonté , mais aussi l’ intérêt - d’ organiser pareil échange d’ opinions en toute franchise . "
use,service,use_vrb,"Otherwise , they would be forced to use 80 000 lorries , which is something none of us would like to see . "," Si l' on ne recourt pas au chemin de fer , ce seront 80 000 camions que ces sociétés seront obligées de mettre en service - une solution dont personne d' entre nous ne veut . "
use,servir,use_vrb,"The ' integrationists ' , on the other hand , want to use it to erode national powers and even tighten up the procedure by making it into a type of top - down planning method , along with restrictive calculated indicators . "," Les "" intégrationnistes "" au contraire veulent s' en servir pour grignoter les compétences nationales , et même durcir la procédure en la transformant en une sorte de méthode de planification du haut en bas , assortie d' indicateurs chiffrés contraignants . "
use,toucher,use_vrb,"The result of these ' careful recommendations ' , which governments usually use as a pretext to take restrictive measures , does nothing to affect the excessive use of medicine by the rich , whilst the poor are deprived of even the most basic levels of care . "," Les "" recommandations prudentielles "" de ce genre qui servent , en général , aux autorités gouvernementales pour prendre des mesures de restriction , ont pour résultat de ne pas toucher à la surconsommation médicale de ceux qui ont de l' argent , tout en privant même de soins nécessaires ceux qui n' en ont pas . "
use,usent,use_vrb,It also breeds the sympathy which extremists and terrorists use to justify maintaining the cycle of violence and the insurgency .," Il alimente également la sympathie pour les extrémistes et les terroristes , qui en usent pour justifier la poursuite du cycle de violences et de la rébellion . "
use,user,use_vrb,I fully intend to use the new powers that the Treaty of Amsterdam confers on the President of the Commission to see this work through ., Je compte bien user des nouveaux pouvoirs dévolus au président de la Commission par le traité d' Amsterdam pour mener à bien ce vaste chantier . 
use,utilise,use_vrb,"I use simple sentences and give the written text in advance , so that I can be sure my message gets through . "," J' utilise des phrases simples et transmets le texte écrit à l' avance , pour être sûr de bien faire passer mon message . "
use,utilisée,use_vrb,"It is equivocal because it questions established ideas in relation to the treatment of men and women , because it maintains that there are factors more important than gender when calculating premiums and because it implies that the approach which most insurance companies use today is basically unfair . "," Elle l’ est parce qu’ elle remet en question des idées établies concernant le traitement des hommes et des femmes , parce qu’ elle maintient qu’ il existe des facteurs plus importants que le sexe au moment de calculer les primes et parce qu’ elle implique que l’ approche utilisée aujourd’hui par la plupart des compagnies d’ assurance est fondamentalement injuste . "
use,utilisées,use_vrb,"    . Mr President , it is not clear that there is any current use for PNR data in the US for the purposes for which the original agreement was signed – i.e. by the Customs and Border Protection Service – because CAPS II and the Secure Flight programme are dead . ","     . - Monsieur le Président , nous ne savons pas clairement si les données des dossiers passagers sont actuellement utilisées aux États-Unis aux fins pour lesquelles l’ accord initial a été signé - c’ est - à - dire , par le Bureau des douanes et de la protection des frontières - parce que le système assisté par ordinateur de contrôle préventif des passagers , CAPPS   II , et le programme « Secure Flight » n’ existent plus . "
use,utilisent,use_vrb,I would prefer it if European companies were to use the huge profits they have made in recent times to invest in new research and production capacities in Europe rather than for funding campaigns to take over other businesses ., Je préférerais que les sociétés européennes utilisent les bénéfices énormes qu’ elles ont réalisés ces derniers temps pour investir dans de nouvelles capacités de recherche et de production en Europe plutôt que pour financer des campagnes de rachat d’ autres sociétés . 
use,utiliser,use_vrb,Researchers must be able to use stem cells in the context of fundamental and applied research ., Les chercheurs doivent pouvoir utiliser des cellules souches dans un contexte de recherche fondamentale et appliquée . 
use,utilisera,use_vrb,The Commission will continue to follow future development in this area and make full use of the instruments that we have available in order to make sure Bulgaria adheres to international standards and to help Bulgaria to do so ., La Commission continuera de suivre l’ évolution dans ce dossier et utilisera pleinement les instruments dont elle dispose afin de s’ assurer que la Bulgarie respecte les normes internationales et de l’ aider à y parvenir . 
use,utiliseraient,use_vrb,We must not risk creating a Community patent that they would not use because it is too distant from their concerns ., Ne prenons pas le risque de créer un brevet communautaire qu' ils n' utiliseraient pas parce qu' il serait trop éloigné de leurs préoccupations . 
use,utiliserons,use_vrb,"I believe that as long as criticism is bandied around in this House – as if we were putting Galileo on trial – every time that we deal with the issue of women ’s rights , and as long as we use the word ‘ obsession ’ when talking about rights , our debates will do no more than give work to the stenographers . "," Je suis d’ avis que , tant que les critiques seront échangées au sein de cette Assemblée   - comme si nous faisions le jugement de Galilée   - chaque fois qu’ est abordée la question des droits de la femme , et tant que nous utiliserons le mot "" obsession "" en parlant de droits , nos débats n’ apporteront rien de plus que du travail aux sténographes . "
use,utilisés,use_vrb,There have to be ways of strengthening control of those risk - management models which banks will use in order to assume control ., Il faut trouver des moyens de renforcer le contrôle des modèles de gestion des risques qui seront utilisés par les banques pour assurer un contrôle . 
use,utilisons,use_vrb,"    . In procedural terms , we use only some languages in the college , but at the official and working levels , all languages are equal . ","     En termes de procédure , nous n’ utilisons que certaines langues au sein du collège , mais en tant que langues officielles ou de travail , toutes les langues sont sur un pied d’ égalité . "
wind,clore,winds_vrb,"As regards the Commission statement on the effect on the marine environment of low frequency active sonar , I have received a request from the Verts / ALE Group for motions for resolutions to be tabled to wind up the debate . "," - Pour ce qui est de la déclaration de la Commission sur les conséquences pour le milieu marin des sonars actifs de basse fréquence , j’ ai reçu du groupe Verts / ALE une demande visant à ce que des propositions de résolution soient déposées afin de clore le débat . "
wind,conclure,winds_vrb,Six motions to wind up the debate have been received in accordance with Rule 103 of the Rules of Procedure .," Pour conclure le débat , j’ ai reçu six propositions de résolution , déposées sur la base de l’ article   103 du règlement . "
winds,finissent,winds_vrb,The press is completely manipulated and anyone openly criticising the president winds up in a cell if he is lucky and six feet under if he is less fortunate .," La presse est totalement manipulée et ceux qui osent critiquer ouvertement le président finissent dans une cellule , s ' ils ont de la chance , et six pieds sous terre s ' ils en ont moins . "
