,homograph,simalign_fr,fr-label,en,fr,inter_align
784,alternate,alterne,alternate_vrb,"['Throughout', 'his', 'or', 'her', 'life', ',', 'the', 'individual', 'must', 'alternate', 'between', 'work', 'and', 'training', ',', 'moving', 'from', 'one', 'to', 'the', 'other', 'without', 'any', 'unwanted', 'break', '.', '']","['', 'Il', ""s'"", 'agit', 'que', ',', 'sa', 'vie', 'durant', ',', ""l'"", 'individu', 'alterne', 'activité', 'et', 'formation', ',', 'en', 'passant', 'de', ""l'"", 'un', 'à', ""l'"", 'autre', 'sans', 'rupture', 'non', 'désirée', '.\n']","[(0, 8), (4, 7), (5, 9), (6, 10), (7, 11), (9, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 18), (16, 19), (17, 21), (18, 22), (19, 23), (20, 24), (21, 25), (23, 28), (24, 26), (25, 29)]"
785,tear,éliminer,tear_vrb,"['It', 'seems', 'evident', 'to', 'me', 'that', 'by', 'striking', 'at', 'those', 'organizations', ',', 'the', 'more', 'violent', 'factions', 'are', 'seeking', 'to', 'tear', 'asunder', 'one', 'of', 'instruments', 'still', 'available', 'to', 'those', 'who', 'are', 'currently', 'striving', 'in', 'Burundi', 'for', 'peace', 'and', 'civil', 'coexistence', '.', '']","['', 'Il', 'est', 'évident', ""qu'"", 'en', 'frappant', 'ces', 'organisations', ',', 'les', 'parties', 'les', 'plus', 'violentes', 'veulent', 'éliminer', ""l'"", 'un', 'des', 'rares', 'instruments', 'dont', 'disposent', 'ceux', 'qui', 'recherchent', ""aujourd'hui"", 'la', 'paix', 'et', 'la', 'coexistence', 'civile', 'au', 'Burundi', '.\n']","[(0, 1), (1, 2), (2, 3), (5, 4), (6, 5), (7, 6), (8, 6), (9, 7), (10, 8), (11, 9), (12, 10), (13, 13), (14, 14), (15, 11), (15, 14), (16, 15), (17, 15), (19, 16), (20, 16), (21, 17), (22, 19), (23, 21), (27, 24), (28, 25), (29, 26), (30, 27), (31, 26), (32, 34), (33, 35), (35, 29), (36, 30), (37, 33), (38, 32), (39, 36)]"
786,tear,supprimer,tear_vrb,"['The', 'only', 'solution', 'is', 'to', 'overcome', 'our', 'two', 'main', 'enemies', ':', 'the', 'resistance', 'of', 'numerous', 'political', 'leaders', 'in', 'the', 'North', ',', 'who', 'refuse', 'to', 'tear', 'down', 'barriers', 'to', 'the', 'free', 'movement', 'of', 'goods', 'and', 'people', ',', 'and', 'the', 'resistance', 'of', 'numerous', 'political', 'leaders', 'in', 'the', 'South', ',', 'who', 'refuse', 'to', 'give', 'their', 'people', 'basic', 'political', ',', 'economic', 'and', 'human', 'rights', ',', 'without', 'which', 'there', 'can', 'be', 'no', 'development', '.', '']","['', 'La', 'seule', 'solution', 'est', 'de', 'vaincre', 'les', 'deux', 'plus', 'grands', 'ennemis', ':', 'la', 'résistance', 'de', 'nombreux', 'dirigeants', 'politiques', 'du', 'Nord', 'qui', 'refusent', 'de', 'supprimer', 'les', 'barrières', 'à', 'la', 'libre', 'circulation', 'des', 'biens', 'et', 'des', 'personnes', ',', 'et', 'la', 'résistance', 'de', 'nombreux', 'chefs', 'politiques', 'du', 'Sud', 'qui', 'refusent', ""d'"", 'accorder', 'à', 'leurs', 'citoyens', 'des', 'droits', 'politiques', ',', 'économiques', 'et', 'humains', 'fondamentaux', ',', 'droits', 'qui', 'représentent', 'la', 'condition', 'essentielle', 'au', 'développement', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 18), (16, 17), (17, 19), (19, 20), (21, 21), (22, 22), (23, 23), (24, 24), (26, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 32), (33, 33), (34, 35), (35, 36), (36, 37), (37, 38), (38, 39), (39, 40), (40, 41), (41, 43), (42, 42), (44, 44), (45, 45), (47, 46), (48, 47), (49, 48), (50, 49), (51, 51), (52, 52), (53, 53), (54, 55), (55, 56), (56, 57), (57, 58), (58, 59), (59, 54), (64, 64), (67, 69), (68, 70)]"
788,invalid,nul,invalid_adj,"['By', 'virtue', 'of', 'natural', 'law', ',', 'the', 'Treaty', 'of', 'Lisbon', 'is', 'obviously', 'invalid', ',', 'at', 'least', 'in', 'relation', 'to', 'Hungary', ',', 'firstly', ',', 'because', 'of', 'a', 'failure', 'to', 'discuss', 'and', 'reconcile', 'this', 'greatly', 'significant', 'treaty', 'with', 'the', 'people', ',', 'the', 'public', 'and', 'various', 'civil', 'organisations', ',', 'and', 'secondly', ',', 'because', 'it', 'was', 'passed', 'without', 'having', 'any', 'idea', 'about', 'the', 'content', 'of', 'the', 'text', '.', '']","['', 'En', 'vertu', 'du', 'droit', 'naturel', ',', 'le', 'traité', 'de', 'Lisbonne', 'est', 'évidemment', 'nul', ',', 'du', 'moins', 'en', 'ce', 'qui', 'concerne', 'la', 'Hongrie', ',', 'car', ',', 'premièrement', ',', 'ce', 'traité', 'extrêmement', 'important', ""n'"", 'a', 'pas', 'fait', ""l'"", 'objet', ""d'"", 'une', 'discussion', 'et', ""d'"", 'une', 'réconciliation', 'avec', 'les', 'citoyens', ',', 'le', 'public', 'et', 'les', 'diverses', 'organisations', 'civiles', 'et', ',', 'deuxièmement', ',', 'parce', ""qu'"", 'il', 'a', 'été', 'adopté', 'sans', ""qu'"", 'on', 'ait', 'la', 'moindre', 'idée', 'du', 'contenu', 'du', 'texte', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 5), (4, 4), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 21), (19, 22), (21, 26), (24, 38), (25, 39), (28, 40), (29, 41), (30, 44), (31, 28), (32, 30), (33, 31), (34, 29), (35, 45), (36, 46), (37, 47), (38, 48), (39, 49), (40, 50), (41, 51), (42, 53), (43, 55), (44, 54), (45, 23), (46, 56), (47, 58), (48, 59), (49, 60), (50, 62), (51, 64), (52, 65), (53, 66), (54, 69), (55, 71), (56, 72), (58, 73), (59, 74), (60, 75), (62, 76), (63, 77)]"
789,invalid,mauvais,invalid_adj,"['Anyone', 'who', 'today', 'tries', 'to', 'postpone', 'it', 'and', 'to', 'get', 'it', 'taken', 'off', 'the', 'agenda', 'is', 'doing', 'so', 'using', 'invalid', 'arguments', '.', '']","['', 'Ceux', 'qui', 'chercheraient', ""aujourd'hui"", 'à', 'différer', 'ce', 'vote', 'cherchent', 'à', 'le', 'faire', 'disparaître', 'de', ""l'"", 'ordre', 'du', 'jour', ',', 'mais', 'ils', 'le', 'font', 'avec', 'de', 'mauvais', 'arguments', '.\n']","[(0, 1), (1, 2), (2, 4), (3, 3), (4, 5), (5, 6), (5, 13), (6, 11), (12, 14), (13, 15), (14, 18), (15, 9), (16, 12), (18, 24), (19, 26), (20, 27), (21, 28)]"
790,overthrow,remise,overthrow_nou,"['A', 'real', 'social', 'dialogue', 'can', 'not', 'ignore', 'the', 'fact', 'that', 'the', 'overthrow', 'of', 'even', 'the', 'most', 'elementary', 'acquisitions', 'of', 'the', 'trade', 'union', 'movement', 'is', 'being', 'promoted', ',', 'with', 'collective', 'labour', 'agreements', 'first', 'in', 'line', '.', '']","['', 'Un', 'authentique', 'dialogue', 'social', 'ne', 'peut', 'faire', ""l'"", 'impasse', 'sur', 'la', 'tentative', 'de', 'remise', 'en', 'cause', 'des', 'conquêtes', 'les', 'plus', 'élémentaires', 'du', 'mouvement', 'syndical', 'ouvrier', ',', 'à', 'commencer', 'par', 'les', 'conventions', 'collectives', '.\n']","[(0, 1), (1, 2), (2, 4), (3, 3), (4, 6), (5, 5), (6, 7), (6, 9), (7, 11), (11, 14), (12, 17), (14, 19), (15, 20), (16, 21), (17, 18), (18, 22), (22, 23), (26, 26), (28, 32), (30, 31), (31, 28), (32, 15), (34, 33)]"
791,fragment,fragmenter,fragment_vrb,"['Without', 'that', ',', 'we', 'will', 'be', 'exposed', 'to', 'different', 'threats', 'and', 'attempts', 'to', 'divide', 'us', ',', 'to', 'fragment', 'us', '.', '']","['', 'Sans', 'cela', ',', 'nous', 'nous', 'exposerons', 'à', 'diverses', 'menaces', 'et', 'tentatives', 'de', 'nous', 'diviser', ',', 'de', 'nous', 'fragmenter', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 14), (14, 13), (15, 15), (16, 16), (17, 18), (18, 17), (19, 19)]"
792,tear,forcer,tear_vrb,"['We', 'could', 'continue', ',', 'on', 'the', 'pretext', 'of', 'allegedly', 'necessary', 'structural', 'reforms', ',', 'to', 'tear', 'Europe', '’s', 'social', 'structures', 'apart', ',', 'to', 'force', 'the', 'unions', 'to', 'their', 'knees', 'with', 'threats', 'of', 'high', 'unemployment', 'and', 'ever', 'more', 'low', '-', 'grade', 'jobs', ',', 'exposing', 'more', 'and', 'more', 'public', 'services', 'to', 'market', 'forces', 'and', 'thus', 'limiting', 'the', 'services', 'that', 'are', 'offered', 'to', 'those', 'that', 'the', 'private', 'sector', 'can', 'make', 'a', 'profit', 'from', '.', '']","['', 'Sous', 'prétexte', 'de', 'réformes', 'structurelles', 'prétendument', 'nécessaires', ',', 'nous', 'pourrions', 'continuer', 'à', 'réduire', 'en', 'miettes', 'les', 'structures', 'sociales', 'de', 'l’', 'Europe', ',', 'à', 'forcer', 'les', 'syndicats', 'à', 'capituler', ',', 'sous', 'les', 'menaces', 'de', 'chômage', 'et', 'd’', 'emplois', 'de', 'qualité', 'encore', 'inférieure', ',', 'en', 'exposant', 'de', 'plus', 'en', 'plus', 'les', 'services', 'publics', 'aux', 'forces', 'du', 'marché', 'et', 'en', 'limitant', 'ainsi', 'les', 'services', 'offerts', 'à', 'ceux', 'dont', 'le', 'secteur', 'privé', 'peut', 'tirer', 'profit', '.\n']","[(0, 9), (1, 10), (2, 11), (3, 29), (4, 1), (6, 2), (7, 3), (8, 6), (9, 7), (11, 4), (12, 8), (13, 12), (14, 24), (15, 21), (16, 20), (17, 18), (18, 17), (20, 22), (21, 23), (22, 24), (23, 25), (24, 26), (28, 30), (29, 32), (30, 33), (32, 34), (33, 35), (34, 40), (39, 37), (40, 42), (41, 44), (42, 46), (43, 47), (44, 48), (46, 50), (47, 52), (48, 55), (49, 53), (50, 56), (51, 59), (52, 58), (53, 60), (54, 61), (57, 62), (58, 63), (59, 64), (60, 65), (61, 66), (62, 68), (63, 67), (64, 69), (65, 70), (66, 70), (67, 71), (69, 72)]"
794,sow,semer,sow,"['The', 'currency', 'which', 'ought', 'to', 'be', 'a', 'powerful', 'symbol', 'of', 'European', 'integration', ',', 'nevertheless', 'threatens', 'to', 'sow', 'division', '.', '']","['', 'La', 'monnaie', 'qui', 'devrait', 'être', 'un', 'symbole', 'fort', 'de', ""l'"", 'unification', 'européenne', 'risque', 'en', 'effet', 'de', 'semer', 'la', 'discorde', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (5, 5), (6, 6), (8, 7), (9, 9), (10, 12), (11, 11), (13, 14), (13, 15), (14, 13), (15, 16), (16, 17), (17, 19), (18, 20)]"
797,invalid,nul,invalid_adj,"['I', 'quote', ':', ""'"", 'Notes', 'that', 'the', 'assignment', 'contract', 'between', 'Manpower', 'and', 'the', 'European', 'Parliament', 'is', 'invalid', ';', 'notes', 'that', 'the', 'project', 'contract', 'between', 'Manpower', 'with', 'the', 'employees', 'is', 'invalid', ';', 'states', 'and', 'rules', 'that', 'the', 'contractual', 'relationship', 'between', 'the', 'applicant', 'employee', 'and', 'the', 'European', 'Parliament', 'should', 'be', 'put', 'on', 'a', 'permanent', 'contract', 'footing', ""'"", '.', '']","['', 'Je', 'cite', ':', '""', 'Constate', 'que', 'le', 'contrat', 'de', 'mise', 'à', 'disposition', 'liant', 'Manpower', 'et', 'le', 'Parlement', 'européen', 'est', 'nul', ';', 'constate', 'que', 'le', 'contrat', 'de', 'mission', 'liant', 'Manpower', 'aux', 'salariés', 'est', 'nul', ';', 'dit', 'et', 'juge', 'que', 'les', 'relations', 'contractuelles', 'entre', 'le', 'salarié', 'demandeur', 'et', 'le', 'Parlement', 'européen', 'doivent', 'être', 'requalifiées', 'en', 'contrat', 'de', 'travail', 'à', 'durée', 'indéterminée', '""', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (8, 8), (10, 14), (11, 15), (12, 16), (13, 18), (14, 17), (15, 19), (16, 20), (17, 21), (18, 22), (19, 23), (20, 24), (21, 27), (22, 25), (23, 28), (24, 29), (25, 30), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 36), (34, 38), (35, 39), (36, 41), (37, 40), (38, 42), (39, 43), (40, 45), (42, 46), (43, 47), (45, 48), (46, 50), (47, 51), (48, 52), (50, 53), (52, 54), (53, 59), (54, 60), (55, 61)]"
799,diagnoses,diagnostics,diagnoses_nou,"['The', 'additional', 'diagnoses', 'provide', 'real', 'revelations', '.', '']","['', 'Les', 'diagnostics', 'auxiliaires', 'sont', 'de', 'véritables', 'dénonciations', '.\n']","[(0, 1), (2, 2), (3, 4), (4, 6), (5, 7), (6, 8)]"
802,invalid,valables,invalid_adj,"['I', 'could', 'also', 'quote', 'a', 'figure', 'that', 'comes', 'from', 'your', 'Commission', ',', 'Commissioner', ':', 'your', 'own', 'services', 'estimate', 'that', 'more', 'than', '13', 'million', 'invalid', 'names', 'have', 'been', 'added', 'to', 'the', 'electoral', 'register', '.', '']","['', 'Je', 'pourrais', 'également', 'rappeler', 'un', 'chiffre', 'qui', 'vient', 'de', 'votre', 'Commission', ',', 'Monsieur', 'le', 'Commissaire', ':', 'vos', 'propres', 'services', 'estiment', 'à', 'plus', '13', 'millions', 'le', 'nombre', 'de', 'noms', 'non', 'valables', 'qui', 'ont', 'été', 'ajoutés', 'aux', 'listes', 'électorales', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20), (20, 22), (21, 23), (22, 24), (23, 30), (24, 28), (25, 32), (26, 33), (27, 34), (28, 35), (30, 37), (32, 38)]"
804,tear,usures,tear_vrb,"['They', 'pay', 'neither', 'for', 'the', 'additional', 'wear', 'and', 'tear', 'caused', 'by', 'heavy', 'vehicles', 'nor', 'for', 'the', 'environmental', 'damage', 'caused', 'by', 'vehicle', 'emissions', '.', '']","['', 'Ils', 'ne', 'paient', 'ni', 'pour', 'les', 'usures', 'provoquées', 'par', 'les', 'véhicules', 'lourds', 'ni', 'pour', 'les', 'dommages', 'environnementaux', 'causés', 'par', 'les', 'émissions', 'de', 'véhicules', '.\n']","[(0, 1), (1, 3), (2, 4), (3, 5), (4, 6), (8, 7), (9, 8), (10, 9), (12, 11), (13, 13), (14, 14), (15, 15), (16, 17), (17, 16), (18, 18), (19, 19), (20, 23), (21, 21), (22, 24)]"
805,sow,sèment,sow,"['First', 'of', 'all', ',', 'the', 'GMO', 'issue', 'raises', 'a', 'major', 'sovereignty', 'problem', ':', 'the', 'sovereignty', 'of', 'the', 'public', 'over', 'the', 'commercial', 'exploitation', 'of', 'scientific', 'discoveries', ',', 'the', 'sovereignty', 'of', 'farmers', 'over', 'what', 'they', 'sow', ',', 'the', 'sovereignty', 'of', 'consumers', 'over', 'what', 'they', 'eat', ',', 'and', 'the', 'sovereignty', 'of', 'States', 'over', 'what', 'they', 'control', '.', '']","['', 'En', 'premier', 'lieu', ',', 'la', 'question', 'des', 'OGM', 'pose', 'un', 'problème', 'majeur', 'de', 'souveraineté', ':', 'souveraineté', 'des', 'citoyens', 'sur', ""l'"", 'exploitation', 'commerciale', 'des', 'découvertes', 'scientifiques', ',', 'souveraineté', 'des', 'agriculteurs', 'sur', 'ce', ""qu'"", 'ils', 'sèment', ',', 'souveraineté', 'des', 'consommateurs', 'sur', 'leur', 'nourriture', ',', 'souveraineté', 'des', 'États', 'sur', 'ce', ""qu'"", 'ils', 'contrôlent', '.\n']","[(0, 1), (2, 3), (3, 4), (4, 5), (5, 8), (6, 6), (7, 9), (8, 10), (9, 12), (10, 14), (11, 11), (12, 15), (14, 16), (17, 18), (18, 19), (19, 20), (20, 22), (21, 21), (22, 23), (23, 25), (24, 24), (25, 26), (27, 27), (28, 28), (29, 29), (30, 30), (31, 31), (32, 33), (33, 34), (34, 35), (36, 36), (37, 37), (38, 38), (39, 39), (46, 43), (47, 44), (48, 45), (49, 46), (50, 47), (51, 49), (52, 50), (53, 51)]"
806,polish,améliorer,polish,"['We', 'have', 'an', 'old', 'saying', 'in', 'Scotland', 'that', 'you', 'can', 'not', 'polish', 'a', 'turnip', 'and', 'no', 'amount', 'of', 'presentation', 'will', 'disguise', 'the', 'fact', 'that', 'the', 'EU', 'has', 'a', 'structural', 'problem', 'which', 'we', 'are', 'not', 'addressing', '.', '']","['', 'Un', 'vieux', 'proverbe', 'écossais', 'dit', 'qu’', 'on', 'ne', 'peut', 'améliorer', 'un', 'navet', 'cinématographique', ',', 'et', 'aucune', 'présentation', 'de', 'quelque', 'sorte', 'ne', 'pourra', 'dissimuler', 'le', 'fait', 'que', 'l’', 'UE', 'est', 'confrontée', 'à', 'un', 'problème', 'structurel', 'que', 'nous', 'n’', 'abordons', 'pas', '.\n']","[(2, 1), (3, 2), (4, 5), (5, 4), (6, 4), (7, 6), (8, 7), (9, 9), (10, 8), (11, 10), (12, 11), (13, 12), (14, 15), (15, 16), (18, 17), (19, 22), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 32), (28, 34), (29, 33), (30, 35), (31, 36), (33, 39), (34, 38), (35, 40)]"
807,tear,déchirer,tear_vrb,"['Why', 'not', 'tear', 'that', 'one', 'down', ',', 'replace', 'it', 'with', 'the', 'European', 'flag', 'and', 'see', 'what', 'the', 'Belgian', 'people', 'say', '?', '']","['', 'Pourquoi', 'ne', 'pas', 'déchirer', 'celui', '-là', 'et', 'le', 'remplacer', 'par', 'le', 'drapeau', 'européen', 'afin', 'de', 'voir', 'ce', 'que', 'diront', 'les', 'citoyens', 'belges', '?\n']","[(0, 1), (1, 3), (2, 4), (7, 9), (8, 5), (9, 10), (10, 11), (11, 13), (12, 12), (13, 7), (14, 16), (15, 17), (16, 20), (17, 22), (18, 22), (20, 23)]"
808,winds,finissent,winds_vrb,"['The', 'press', 'is', 'completely', 'manipulated', 'and', 'anyone', 'openly', 'criticising', 'the', 'president', 'winds', 'up', 'in', 'a', 'cell', 'if', 'he', 'is', 'lucky', 'and', 'six', 'feet', 'under', 'if', 'he', 'is', 'less', 'fortunate', '.', '']","['', 'La', 'presse', 'est', 'totalement', 'manipulée', 'et', 'ceux', 'qui', 'osent', 'critiquer', 'ouvertement', 'le', 'président', 'finissent', 'dans', 'une', 'cellule', ',', 's', ""'"", 'ils', 'ont', 'de', 'la', 'chance', ',', 'et', 'six', 'pieds', 'sous', 'terre', 's', ""'"", 'ils', 'en', 'ont', 'moins', '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (8, 10), (9, 12), (10, 13), (11, 14), (13, 15), (14, 16), (15, 17), (16, 19), (17, 21), (18, 22), (19, 24), (19, 25), (20, 27), (21, 28), (22, 29), (23, 30), (24, 32), (25, 34), (26, 36), (27, 37), (29, 38)]"
809,blessed,heureuse,blessed_adj,"['Reflecting', ',', 'as', 'it', 'does', ',', 'a', 'pathetic', ',', 'exclusively', 'pro', '-', 'European', 'way', 'of', 'thinking', ',', 'this', 'text', 'contains', 'everything', 'that', 'is', 'responsible', 'for', 'Europeans', ""'"", 'growing', 'hostility', 'to', 'your', 'system', ':', 'the', 'little', 'piece', ',', 'written', 'in', 'a', 'roundabout', 'way', ',', 'about', 'the', 'unemployed', 'being', 'responsible', 'for', 'their', 'unemployment', '-', ""'"", 'poor', 'swines', ""'"", 'as', 'Gabin', 'said', 'in', 'La', 'Traversée', 'de', 'Paris', '-', 'that', 'about', 'the', 'benefits', 'of', 'immigration', ',', 'which', 'come', 'at', 'the', 'cost', 'of', 'plundering', 'of', 'elites', 'in', 'the', 'developing', 'world', 'and', 'of', 'pressure', 'on', 'wages', 'in', 'Europe', ';', 'that', 'about', 'the', 'necessary', 'reform', 'of', 'our', 'social', 'protection', 'system', ""'"", 'in', 'the', 'light', 'of', 'the', 'development', 'of', 'global', 'dynamics', ""'"", ',', 'which', 'obviously', 'means', 'that', 'they', 'are', 'doomed', ';', 'the', 'little', 'piece', 'about', 'random', 'acts', 'of', 'discrimination', ',', 'when', 'the', 'most', 'scandalous', 'discrimination', 'is', 'directed', 'at', 'Europeans', ',', 'on', 'their', 'own', 'soil', ';', 'that', 'about', 'growth', ',', 'with', 'no', 'mention', 'ever', 'being', 'made', 'of', 'purchasing', 'power', 'and', 'consumption', ',', 'of', 'the', 'explosion', 'in', 'the', 'number', 'of', 'poor', 'workers', 'or', 'of', 'the', 'responsibilities', 'of', 'the', 'euro', ';', 'and', ',', 'finally', ',', 'that', 'about', ""'"", 'blessed', 'globalisation', ""'"", ',', 'which', 'is', 'an', 'oxymoron', '.', '']","['', 'Dans', 'ce', 'texte', ',', 'reflet', ""d'"", 'une', 'affligeante', 'pensée', 'européiste', 'unique', ',', 'on', 'retrouve', 'tout', 'ce', 'qui', 'motive', ""l'"", 'hostilité', 'croissante', 'des', 'Européens', 'à', 'votre', 'système', ':', 'le', 'couplet', ',', 'à', 'mots', 'couverts', ',', 'sur', 'les', 'chômeurs', 'responsables', 'de', 'leur', 'non-emploi', '-', '""', 'salauds', 'de', 'pauvres', '""', 'disait', 'Gabin', 'dans', '""', 'la', 'Traversée', 'de', 'Paris', '""', '-,celui', 'sur', ""l'"", 'immigration', 'bienfaisante', ',', 'au', 'prix', 'du', 'pillage', 'des', 'élites', 'du', 'tiers', 'monde', 'et', 'de', 'pressions', 'sur', 'les', 'salaires', 'en', 'Europe', ';', 'celui', 'de', 'la', 'nécessaire', 'réforme', 'de', 'notre', 'protection', 'sociale', '""', 'à', 'la', 'lumière', 'de', ""l'"", 'évolution', 'des', 'dynamiques', 'mondiales', '""', ',', 'ce', 'qui', 'les', 'condamne', 'évidemment', 'à', 'la', 'disparition', ';', 'le', 'couplet', 'sur', 'les', 'discriminations', 'à', 'raison', 'de', ""n'"", 'importe', 'quoi', ',', 'quand', 'les', 'plus', 'scandaleuses', 'discriminations', ""s'"", 'exercent', 'à', ""l'"", 'encontre', 'des', 'Européens', ',', 'chez', 'eux', ';', 'celui', 'sur', 'la', 'croissance', ',', 'sans', 'jamais', 'parler', 'de', 'pouvoir', ""d'"", 'achat', 'et', 'de', 'consommation', ',', 'de', ""l'"", 'explosion', 'du', 'nombre', 'de', 'travailleurs', 'pauvres', 'et', 'des', 'responsabilités', 'de', ""l'"", 'euro', ';', 'celui', ',', 'enfin', 'de', 'la', '""', 'mondialisation', 'heureuse', '""', ',', 'qui', 'est', 'une', 'oxymore', '.\n']","[(0, 5), (0, 8), (6, 7), (7, 8), (9, 11), (15, 9), (16, 12), (17, 2), (18, 3), (19, 14), (20, 15), (21, 17), (22, 18), (25, 23), (28, 20), (29, 24), (30, 25), (31, 26), (32, 27), (33, 28), (35, 29), (36, 30), (40, 33), (42, 34), (43, 35), (44, 36), (45, 37), (47, 38), (48, 39), (49, 40), (50, 41), (51, 42), (52, 43), (54, 46), (55, 47), (57, 49), (58, 48), (59, 50), (60, 52), (61, 53), (62, 54), (63, 55), (64, 57), (65, 57), (66, 58), (67, 59), (70, 60), (71, 62), (74, 63), (76, 64), (77, 65), (78, 66), (79, 67), (80, 68), (83, 70), (84, 71), (85, 72), (86, 73), (87, 74), (88, 75), (89, 77), (90, 78), (91, 79), (92, 80), (93, 81), (95, 83), (96, 84), (97, 85), (98, 86), (99, 87), (100, 89), (101, 88), (103, 90), (104, 91), (105, 92), (106, 93), (107, 94), (108, 95), (109, 96), (110, 97), (111, 99), (112, 98), (113, 100), (114, 101), (115, 103), (116, 106), (119, 104), (122, 110), (123, 111), (125, 112), (126, 113), (128, 115), (130, 115), (131, 122), (132, 123), (133, 124), (134, 125), (135, 126), (136, 127), (137, 129), (140, 134), (141, 135), (146, 138), (147, 139), (148, 140), (149, 142), (150, 143), (151, 144), (153, 146), (154, 145), (157, 147), (158, 150), (159, 148), (160, 151), (161, 153), (162, 154), (163, 155), (164, 156), (165, 157), (166, 158), (168, 159), (169, 160), (171, 161), (172, 163), (173, 164), (175, 165), (176, 166), (177, 167), (178, 168), (179, 169), (181, 171), (182, 172), (186, 175), (187, 177), (188, 176), (189, 178), (190, 179), (191, 180), (192, 181), (193, 182), (194, 183), (195, 184)]"
810,tear,renverser,tear_vrb,"['I', 'believe', 'that', 'the', 'fall', 'of', 'the', 'Wall', 'that', 'came', 'later', ',', 'the', 'fact', 'that', 'it', 'was', 'possible', 'to', 'tear', 'down', 'the', 'Wall', ',', 'to', 'overcome', 'the', 'Iron', 'Curtain', ',', 'grew', 'out', 'of', 'the', 'courage', 'of', 'the', 'days', 'that', 'we', 'are', 'remembering', 'today', '.', '']","['', ""J'"", 'estime', 'que', 'la', 'chute', 'du', 'mur', 'qui', 'est', 'intervenue', 'plus', 'tard', ',', 'le', 'fait', ""qu'"", 'il', 'ait', 'été', 'possible', 'de', 'renverser', 'le', 'mur', ',', 'de', 'vaincre', 'le', 'rideau', 'de', 'fer', ',', 'est', 'le', 'fruit', 'du', 'courage', 'manifesté', 'à', ""l'"", 'occasion', 'des', 'événements', 'que', 'nous', 'commémorons', ""aujourd'hui"", '.\n']","[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 19), (17, 20), (18, 21), (19, 22), (21, 23), (22, 24), (23, 25), (24, 26), (25, 27), (26, 28), (28, 29), (29, 32), (30, 33), (31, 35), (32, 36), (34, 37), (36, 42), (37, 43), (38, 44), (39, 45), (41, 46), (42, 47), (43, 48)]"
811,sow,semer,sow,"['But', ',', 'of', 'course', ',', 'it', 'is', 'not', 'sufficient', 'to', 'reap', 'the', 'harvest', ',', 'but', 'we', 'must', 'also', 'sow', 'seeds', 'and', 'tend', 'the', 'crop', '.', '']","['', 'Cependant', ',', 'il', 'ne', 'suffit', 'pas', 'de', 'récolter', ',', 'il', 'faut', 'également', 'semer', 'et', 'cultiver', '.\n']","[(0, 1), (4, 2), (5, 3), (6, 5), (7, 6), (9, 7), (10, 8), (13, 9), (16, 11), (17, 12), (18, 13), (19, 13), (20, 14), (21, 15), (23, 15), (24, 16)]"
812,fragment,fragmenter,fragment_vrb,"['But', 'it', 'is', 'also', 'a', 'medicine', 'to', 'be', 'taken', 'sparingly', 'and', 'carefully', ':', 'too', 'large', 'a', 'dose', ',', 'and', 'the', 'Union', 'will', 'fragment', '.', '']","['', 'En', 'effet', ',', 'administrée', 'en', 'doses', 'excessives', ',', 'elle', 'aura', 'pour', 'effet', 'de', 'fragmenter', 'l&#x02BC;Union', '.\n']","[(0, 2), (1, 9), (2, 10), (6, 13), (8, 4), (9, 7), (11, 7), (16, 6), (17, 8), (20, 15), (22, 14), (23, 16)]"
